"","id","year","Earn","LeadEarn"
"1",254,2012,0.112321722653084,0.0652941442010386
"2",254,2013,0.0652941442010386,0.0250693426273085
"3",254,2014,0.0250693426273085,0.0100757047689151
"4",254,2015,0.0100757047689151,0.0200816495259547
"5",254,2016,0.0200816495259547,0.0323443342868091
"6",181,2012,-0.0833771008403361,-0.0842377898371978
"7",181,2013,-0.0842377898371978,-0.0146875433005404
"8",181,2014,-0.0146875433005404,-0.133185513673319
"9",181,2015,-0.133185513673319,-0.29913728432108
"10",820,2012,-0.0025,0.0254498851115139
"11",820,2013,0.0254498851115139,0.0248091762252346
"12",820,2014,0.0248091762252346,-0.00590789904949197
"13",820,2015,-0.00590789904949197,0.0110157093594343
"14",231,2012,0.0173831309838713,0.0157406593249272
"15",231,2013,0.0157406593249272,0.0174089903629737
"16",231,2014,0.0174089903629737,0.0176819691055617
"17",231,2015,0.0176819691055617,0.0206757952865022
"18",231,2016,0.0206757952865022,0.0306195248984106
"19",352,2012,0.126656070448398,0.147013635490686
"20",352,2013,0.147013635490686,0.12721755679474
"21",352,2014,0.12721755679474,0.0278424316876029
"22",352,2015,0.0278424316876029,0.0443686227876894
"23",352,2016,0.0443686227876894,0.0635819165378671
"24",744,2012,0.0292297358106654,0.0349941230246833
"25",744,2013,0.0349941230246833,0.0383700081499593
"26",744,2014,0.0383700081499593,0.0324506766057208
"27",744,2015,0.0324506766057208,0.0335517172920389
"28",744,2016,0.0335517172920389,0.0172191348895168
"29",746,2012,-0.061078557950144,-0.283147646291278
"30",621,2012,0.00848156760427514,0.0116142788134924
"31",621,2013,0.0116142788134924,0.0105978237918707
"32",621,2014,0.0105978237918707,0.0103170698278484
"33",621,2015,0.0103170698278484,0.0076221539412073
"34",492,2012,-0.36285323609845,-0.537029806065339
"35",492,2013,-0.537029806065339,-0.498117154811715
"36",329,2012,0.0212057968974125,0.034622927468618
"37",491,2012,0.118893118716056,0.122792649631099
"38",491,2013,0.122792649631099,0.106564995381154
"39",491,2014,0.106564995381154,0.0865587493038738
"40",491,2015,0.0865587493038738,0.0206116094574931
"41",491,2016,0.0206116094574931,0.102024412412983
"42",48,2012,0.10637415837586,0.0817716258443757
"43",48,2013,0.0817716258443757,0.0975388920898839
"44",48,2014,0.0975388920898839,0.0558367478107174
"45",48,2015,0.0558367478107174,0.0363907531692767
"46",48,2016,0.0363907531692767,0.0429922613929493
"47",526,2012,0.00867426718331883,0.0578014519399167
"48",526,2013,0.0578014519399167,0.0295244278526213
"49",526,2014,0.0295244278526213,0.0301827758342832
"50",526,2015,0.0301827758342832,-0.110447674745448
"51",526,2016,-0.110447674745448,-0.0278788020808923
"52",846,2012,-0.766251728907331,-0.823051948051948
"53",846,2013,-0.823051948051948,-0.546913580246913
"54",846,2014,-0.546913580246913,-0.79467680608365
"55",846,2015,-0.79467680608365,-1.40340909090909
"56",846,2016,-1.40340909090909,-2.01652892561983
"57",943,2012,0.0640908612154619,0.0473761169780666
"58",943,2013,0.0473761169780666,-0.0670743005373356
"59",943,2014,-0.0670743005373356,0.265435918591859
"60",943,2015,0.265435918591859,0.10318451037157
"61",943,2016,0.10318451037157,0.101187338116304
"62",762,2012,0.0319439245800107,0.0241828308895262
"63",762,2013,0.0241828308895262,0.0536297553168926
"64",762,2014,0.0536297553168926,0.0421982786335621
"65",762,2015,0.0421982786335621,0.0346601314230313
"66",762,2016,0.0346601314230313,0.015447229049586
"67",379,2012,0.153312610188364,0.00720636039634982
"68",379,2013,0.00720636039634982,0.0282477501323452
"69",379,2014,0.0282477501323452,-0.00453495151920876
"70",379,2015,-0.00453495151920876,0.0554089709762533
"71",379,2016,0.0554089709762533,0.0514505101936067
"72",15,2014,-7.18096723868955,-4.4392523364486
"73",15,2015,-4.4392523364486,-5.03969465648855
"74",517,2012,0.0343019135364989,0.059414680518775
"75",517,2013,0.059414680518775,0.0865181711606096
"76",517,2014,0.0865181711606096,0.08125
"77",517,2015,0.08125,0.0814279166878851
"78",517,2016,0.0814279166878851,0.125123562769887
"79",622,2012,0.0974885127378727,0.0902435995326716
"80",622,2013,0.0902435995326716,0.0887175985449207
"81",622,2014,0.0887175985449207,0.0894403566199442
"82",622,2015,0.0894403566199442,0.102653797486777
"83",622,2016,0.102653797486777,0.102771362586605
"84",575,2012,-0.622828576216277,-0.518623883559378
"85",354,2012,0.0758108931083759,0.0861651423774494
"86",354,2013,0.0861651423774494,0.0914468099600847
"87",354,2014,0.0914468099600847,0.108991141239272
"88",354,2015,0.108991141239272,0.111413794926558
"89",351,2012,0.00879094235763432,0.00803707616739554
"90",351,2013,0.00803707616739554,0.00860823143560604
"91",465,2012,0.0199952981626101,0.0215625715830628
"92",465,2013,0.0215625715830628,0.0245690965681312
"93",465,2014,0.0245690965681312,0.0411715777809411
"94",465,2015,0.0411715777809411,0.0270939952972094
"95",465,2016,0.0270939952972094,0.0394103411167413
"96",271,2012,-0.207406370971503,-0.326835322435062
"97",271,2013,-0.326835322435062,-0.149871885161155
"98",271,2014,-0.149871885161155,-0.344602609727165
"99",271,2015,-0.344602609727165,-0.433407458162909
"100",301,2012,0.0243094754271092,0.107868662761264
"101",301,2013,0.107868662761264,0.0270548919226394
"102",301,2014,0.0270548919226394,0.026238769398312
"103",301,2015,0.026238769398312,0.0240209931368591
"104",195,2012,0.10032154340836,0.111475409836066
"105",195,2013,0.111475409836066,0.117607973421927
"106",195,2014,0.117607973421927,0.122961956521739
"107",195,2015,0.122961956521739,0.112062812276945
"108",577,2012,0.0293439981412599,0.0315540394662982
"109",577,2013,0.0315540394662982,0.0337961766678133
"110",577,2014,0.0337961766678133,0.0339114616002348
"111",577,2015,0.0339114616002348,0.0326397941154305
"112",577,2016,0.0326397941154305,0.0319361837190982
"113",733,2012,0.0355366313044318,0.0348688025067542
"114",733,2013,0.0348688025067542,0.0329587101494856
"115",733,2014,0.0329587101494856,0.0254067146317241
"116",733,2015,0.0254067146317241,0.161180485977045
"117",733,2016,0.161180485977045,0.0481468227595726
"118",88,2012,0.162176820914499,0.107508720976118
"119",88,2013,0.107508720976118,0.102141943080489
"120",88,2014,0.102141943080489,0.0803866750669397
"121",88,2015,0.0803866750669397,0.108830526459916
"122",88,2016,0.108830526459916,0.112182334586417
"123",78,2012,0.0230847365716066,0.095151221889949
"124",78,2013,0.095151221889949,0.0135693817454291
"125",78,2014,0.0135693817454291,0.0472772397866031
"126",78,2015,0.0472772397866031,0.0230756527727468
"127",78,2016,0.0230756527727468,0.0518445289788803
"128",655,2012,0.0786347228282594,0.0826396484264887
"129",655,2013,0.0826396484264887,0.095172101827695
"130",655,2014,0.095172101827695,0.114437583435271
"131",655,2015,0.114437583435271,0.120097728218611
"132",655,2016,0.120097728218611,0.134809276312978
"133",263,2012,0.126572044556234,0.120568601163739
"134",263,2013,0.120568601163739,0.0936465032466524
"135",263,2014,0.0936465032466524,0.0988224172540964
"136",263,2015,0.0988224172540964,0.127519384271049
"137",792,2012,-0.283225542365943,-0.0522684999882278
